InstitutionType,InstructorID_Pre,InstructorID_Post,StudentID,Q1FUS,Q2FUS,Q3FUS_Yes,Q3FUS_No,Q4FUS_A,Q4FUS_B,Q4FUS_C,Q4FUS_D,Q4FUS_F,Q5FUS_NeverIntended,Q5FUS_Time,Q5FUS_Grade,Q5FUS_Understand,Q5FUS_Major,Q5FUS_Experience,Q5FUS_OtherCourses,Q6FUS_1,Q6FUS_2,Q6FUS_3,Q6FUS_4,Q7FUS
5,721,721,10261, , , , , , , , , , , , , , , , , , , , , 
5,721,721,10269, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14175, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14178, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14181, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14191, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14195, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14196, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14198,7,C, ,No, , , , , ,I never intended to take Calculus II., , , , , , , , , , ,"Calculus I was only a General Education credit as well as for my major which was required for me to take.  I liked it and had I time/space in my schedule for extra classes, I might have considered taking Calculus II.  I really enjoyed the class (Calculus I), but I'm not super ""gungho"" about taking more than I have to."
5,721, ,14199, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14215, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14233,16,C, ,No, , , , , ,I never intended to take Calculus II., , ,I do not believe I understand the ideas of Calculus I well enough to take Calculus II.,I changed my major and now do not need to take Calculus II., , , , ,Strongly Disagree, , 
5,721, ,14241,5,B,Yes, , ,B, , , , , , , , , , , ,Disagree, , ,One thing that helped me in Calc II that I didn‰??t notice in Calc I was that my professor put more importance on teaching us the concepts and making sure that we understood the underlying concepts rather than being able to do specific problems.  Understanding the concept behind math is the only way to learn it in my opinion.  This differs from teacher to teacher it seems.  The more the teacher knows the less he is able to teach concepts it seems.  The PHD student that taught my Calc II class was far better at teaching us the underlying principles.
5,721, ,14249, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14251, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14252,12,A, ,No, , , , , ,I never intended to take Calculus II., , , , , , , , , , , 
5,721, ,14253, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14254, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14256, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14268, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14269, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14272, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14275, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14277, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14278, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14281,10,B, ,No, , , , , , , , , , , , , , , , , 
5,721, ,14285, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14287, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14289, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14295, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14296, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14297, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14300, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14301, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14308,7,B, ,No, , , , , , ,"To do well in Calculus II, I would need to spend more time and effort than I can afford.", , , ,My experience in Calculus I made me decide not to take calculus II., , ,Disagree, , ,"I loved the teaching. One big thing that helped me was these ""Big Idea"" or big picture overviews. It helped me to see how what I've learned fits all together. The first time I took Calculus, everything seemed mostly random things that worked. Now I know how the work and why. The tests were nice because I was able to use a calculator. It doesn't make sense that I wouldn't be able to use a calculator on tests because in real life when I do calculus, I am going to have a calculator. Calculators also helped me be sure and confident of myself. The tutoring was okay. Sometimes the lines were too long for me to get adequate help on my homework. I don't want to take Calculus 2 because it is hard, the teacher was not who I had in Calculus 1 (He was a great teacher!), and it would have required too much time from me this semester. However, I kinda wish I could take it so I don't forget everything from Calculus 1"
5,721, ,14309, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14311, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14314, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14315,1,B, ,No, , , , , ,I never intended to take Calculus II., , , , , , , , , , ,"The teaching was good, Dr. Williams spent a lot of time doing different examples of difficult problems. I think that the finals didn't really represent what we were learning very well. There were questions about things that weren't discussed in lectures or labs. I felt like there were a lot of opportunities to get help either from a TA or in the math lab or other students in the class. I didn't take calculus 2 because it wasn't necessary for my major, even after I changed majors I still don't need it. I remember the teacher being funny, finding friends in that class, and actually enjoying most of the material. I like math and calculus was, strangely enough, one of my favorite courses."
5,721, ,14317, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14320, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14321, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14322, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14323, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14330, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14332,6,B,Yes, , , ,C, , , , , , , , , ,Agree, , , , 
5,721, ,14333, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14335, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14340, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14344, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14348, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14350, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14353, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14364, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14365, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14367,6,F, ,No, , , , , , ,"To do well in Calculus II, I would need to spend more time and effort than I can afford.",My grade in Calculus I was not good enough for me to continue to Calculus II.,I do not believe I understand the ideas of Calculus I well enough to take Calculus II., ,My experience in Calculus I made me decide not to take calculus II., , , ,Strongly Disagree, , 
5,721, ,14368, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14376, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14377, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14378, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14379, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14382, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14394, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14396, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14397, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14404, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14405, , , , , , , , , , , , , , , , , , , , , 
5,721, ,14411, , , , , , , , , , , , , , , , , , , , , 
5, ,721,21114, , , , , , , , , , , , , , , , , , , , , 
5, ,721,21120, , , , , , , , , , , , , , , , , , , , , 
5, ,721,21130, , , , , , , , , , , , , , , , , , , , , 
5, ,721,21136, , , , , , , , , , , , , , , , , , , , , 
5, ,721,21145, , , , , , , , , , , , , , , , , , , , , 
5,721, ,23200, , , , , , , , , , , , , , , , , , , , , 
5,721, ,23201, , , , , , , , , , , , , , , , , , , , , 
5,721, ,23202, , , , , , , , , , , , , , , , , , , , , 
5,721, ,23203, , , , , , , , , , , , , , , , , , , , , 
5,721, ,23204, , , , , , , , , , , , , , , , , , , , , 
5, ,721,24341, , , , , , , , , , , , , , , , , , , , , 
5, ,721,24342, , , , , , , , , , , , , , , , , , , , , 
5, ,721,24343, , , , , , , , , , , , , , , , , , , , , 
5,723,723,10182,9,A,Yes, ,A, , , , , , , , , , , , , , ,Strongly Agree,"I'm currently taking a class that teach you how to teach math in elementary and middle school. I found out that my Calculus 1 teacher taught me with the very same technic to teach effectively. I was so happy to be in that class. I was able to experience what actually works for students to learn well. My Calculus 1 teacher let us to teach each other after we learn certain chapter. And she also let us solve some short problems by ourselves and talk to each other to find the right answers. End of the semester, she made 5 or 6 groups of students to work on finals. She gave us a previous final exam to each group and let us to work on it together and find hard problems then let us prepare to teach to rest of the classmates. It prepared us really good because we needed to know better to teach someone. I didn't study other than that for the final. It was easy to remember what we learned on that semester. Her class motivated me to work on more math in deep. Not just because I got A+ in that class, but because I thought I can do good on other class too. I loved that class. The stuff I learned in that class helps me on other math classes right now."
5,723,723,10198,9,A,Yes, , , ,C, , , , , , , , , , , , ,Strongly Agree,The professor that I had for calculus 1 really inspired me to continue a study of mathematics
5,723,723,10212,9,B,Yes, ,A, , , , , , , , , , , , , , ,Strongly Agree,"My teacher, Dr. Purcell, was absolutely amazing.  Her classroom was actually a place of learning.  Each class would begin with a problem that helped retain what we had done the previous class.  Then the whole 50 minutes were filled with brief explanation, problems and peer consulting.  She made math meaningful, fun, and possible to do.  Hands down Dr Purcell is the reason I continued in math and eventually add a math minor."
5,723,723,10247,9,A,Yes, ,A, , , , , , , , , , , , , , ,Strongly Agree, 
5,723, ,14170,3,B, ,No, , , , , , , , , , ,My experience in Calculus I made me decide not to take calculus II., , , ,Strongly Disagree, ,"I had taken Calculus in the past and LOVED it, but the teacher I had for this course gave so much homework it was like having an 8 credit class.  It was overwhelming.  Unless you went into her office hours you never acutally got to see how problems were done in a way that was explained since in class she just turned her back and did a whole bunch on the board without explaining what she was doing."
5,723, ,14206,12,F, ,No, , , , , ,I never intended to take Calculus II., ,My grade in Calculus I was not good enough for me to continue to Calculus II.,I do not believe I understand the ideas of Calculus I well enough to take Calculus II.,I changed my major and now do not need to take Calculus II.,My experience in Calculus I made me decide not to take calculus II., , , , , ,Quite frankly..I was not prepared to take Calculus 1.  I hadn't taken a math course in 6 years (I had recently returned to college after a few years off) and I couldn't keep up with the work load required to do well.  I think I would have enjoyed it and done okay if I was more prepared and refreshed in math.  The teaching was great with my teacher...it just came down to my preparation and my motivations to learn math well.  I also kind of decided that I wouldn't need calculus in my life and it just wasn't worth the time I needed to learn it or care to learn it.
5,723, ,14210, , , , , , , , , , , , , , , , , , , , , 
5,723, ,14218, , , , , , , , , , , , , , , , , , , , , 
5,723, ,14229, , , , , , , , , , , , , , , , , , , , , 
5,723, ,14234, , , , , , , , , , , , , , , , , , , , , 
5,723, ,14242,5,A,Yes, ,A, , , , , , , , , , , , , , ,Strongly Agree, 
5,723, ,14259, , , , , , , , , , , , , , , , , , , , , 
5,723, ,14267,1,B,Yes, , ,B, , , , , , , , , , ,Agree, , , ,"I loved my Calculus 1 class. Dr. Purcell was FANTASTIC, by far the best teacher I ever had for a math course at BYU. She encouraged we work together in study groups to increase knowledge and understanding. She was always available to answer questions or help us in any way. The Math lab was an excellent resource for Calc 1 help, though I've found it less helpful for other math classes. I am currently trying to finish Calc 2 and have had a very different experience, along with Linear Algebra. This had led to a major change to Exercise Science. I enjoyed Calc 1 because of the great professor and a good group of students to study with. The fact that it was honors and a smaller class was also a reason I enjoyed it. But no more math for me."
5,723, ,14280, , , , , , , , , , , , , , , , , , , , , 
5,723, ,14290, , , , , , , , , , , , , , , , , , , , , 
5,723, ,14294,9,A,Yes, , , ,C, , , , , , , , , , , , ,Strongly Agree,"I loved my teacher!! Her enthusiasm and love for what she taught us helped me learn. I like how she teach us something then have us do a problem and then explain to a classmate how we did the problem. This process helped me learn the math better. She also had an ungraded quiz everyday that would help us review what we had learned a day or two before.  My teacher also wrote her own online homework problems so they did not have impossibly difficult problems in them. She also wrote her own tests and had them a little more often than the departmental tests that other classes took, this made it so we could go at the pace we needed to go at and made it so we understood things better. I had a great experience in this math class!"
5,723, ,14324, , , , , , , , , , , , , , , , , , , , , 
5,723, ,14337,3,A,Yes, ,A, , , , , , , , , , , ,Agree, , , , 
5,723, ,14366, , , , , , , , , , , , , , , , , , , , , 
5,723, ,14372, , , , , , , , , , , , , , , , , , , , , 
5,723, ,14374, , , , , , , , , , , , , , , , , , , , , 
5, ,723,21107, , , , , , , , , , , , , , , , , , , , , 
5, ,723,21110, , , , , , , , , , , , , , , , , , , , , 
5, ,723,21123,12,C, ,No, , , , , ,I never intended to take Calculus II.,"To do well in Calculus II, I would need to spend more time and effort than I can afford.", ,I do not believe I understand the ideas of Calculus I well enough to take Calculus II., , ,I have too many other courses I need to complete., , , , ,"My Calculus professor, Dr. Purcell, is a really amazing mathematician and person. I really enjoyed her class, despite struggling through the lessons and exams. I would continue calculus if I had more time to allocate. :)"
